PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_2D22F17B88","3,4-Dihydroxybenzoate","C1=CC(=C(C=C1C(=O)O)O)[O-]","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1BD389818E","1,3-Dimethyluric acid","CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_25DC82A843","1,7-Dimethylxanthine","CN1C=NC2=C1C(=O)N(C(=O)N2)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_22EACCEDBF","3,4-Dihydroxymandelic acid","C1=CC(=C(C=C1C(C(=O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_68EF683A8A","Aminohippuric acid","C1=CC(=CC=C1C(=O)NCC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_640EC5617A","Benzoic acid","C1=CC=C(C=C1)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_29C2A990B9","3-Methylxanthine","CN1C2=C(C(=O)NC1=O)NC=N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F5ADDC159B","Theophylline","CN1C2=C(C(=O)N(C1=O)C)NC=N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C10B431937","Menadione","CC1=CC(=O)C2=CC=CC=C2C1=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A68AC12015","alpha-Tocopherol","CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_73BE715C46","Aspartame","COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_67B47DE9C6","Caffeic Acid","C1=CC(=C(C=C1/C=C/C(=O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B554C1DEBA","3-Methyluric acid","CN1C2=C(C(=O)NC1=O)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_5377BA9305","3-Aminosalicylic acid","C1=CC(=C(C(=C1)N)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_51A2F9EA94","3,7-Dimethyluric acid","CN1C2=C(NC1=O)N(C(=O)NC2=O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2A1655C641","5'-Deoxyadenosine","C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_805B73EFC7","7-Methylxanthine","CN1C=NC2=C1C(=O)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FF679F991C","Eicosapentaenoic acid","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_89463DC618","Tetracosanoic acid","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_0F492D8B33","5-Methoxydimethyltryptamine","CN(C)CCC1=CNC2=C1C=C(C=C2)OC","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7DAD2F0BD9","4-Hydroxycinnamic acid","C1=CC(=CC=C1/C=C/C(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_8A31A1AB9B","N6-Methyl-L-lysine","CNCCCC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_5F0B7A495E","4-Methoxycinnamic acid","COC1=CC=C(C=C1)/C=C/C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E84C8AB094","N-Acetylputrescine","CC(=O)NCCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1361FC05DA","Erucic acid","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6870FCC3DD","N8-Acetylspermidine","CC(=O)NCCCCNCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_95957F5126","L-homocysteic acid","C(CS(=O)(=O)O)[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7585423CF1","Arachidic acid","CCCCCCCCCCCCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EC2D75A0EC","Heptadecanoic acid","CCCCCCCCCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_982101C43F","Curcumin","COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7F72964143","L-Erythro-4-Hydroxyglutamic acid","C([C@@H](C(=O)O)N)[C@H](C(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_324353C9EA","Methylcobalamin","[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])OC(C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3]","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7D123AF2B5","N-Acetylcadaverine","CC(=O)NCCCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2E40947E89","5-methoxytryptophan","COC1=CC2=C(C=C1)NC=C2C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FD5E6361C0","Nervonic acid","CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DF31D71617","9-cis-Retinoic acid","CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_3B2AD26F02","3-Hydroxybenzoate","C1=CC(=CC(=C1)[O-])C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_98EB5831B7","D-galacturonic acid","[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_CF6B19BC1F","tras-2-Hydroxycinnamic acid","","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_20D3DC38FA","6-Hydroxynicotinic acid","C1=CC(=O)NC=C1C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1D2E0C7612","Desmosterol","C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_87A00C5F3E","L-Cysteic acid","C([C@@H](C(=O)O)N)S(=O)(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_53DD58A18C","Cortisone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6B004CA8CE","Theobromine","CN1C=NC2=C1C(=O)NC(=O)N2C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_909CEB4678","Oxytocin","CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_4C59A94CB1","Xylitol","C([C@H](C([C@H](CO)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_09BF321CBB","Isomaltose","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_BA82352335","Quinate","C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D432DBC542","Gamma-Linolenic acid","CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7B7901A871","1-Methyluric acid","CN1C(=O)C2=C(NC(=O)N2)NC1=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B34B518B11","Biocytin","C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2E167B938B","Chlorogenic acid","C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7CE62A5AAC","trans-Vaccenic acid","CCCCCC/C=C/CCCCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7A804C82A4","Rutin","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_094FAB36C8","Nicotinuric acid","C1=CC(=CN=C1)C(=O)NCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2E87F7157F","Indole-3-carboxylic acid","C1=CC=C2C(=C1)C(=CN2)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_AD09191572","1-Methyladenosine","CN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F813F9E823","3-Methoxy-4-Hydroxyphenylglycol Sulfate","COC1=C(C=CC(=C1)C(CO)OS(=O)(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_20FFEF7AD0","Inosine diphosphate","C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_3CD89DF44F","GDP-glucose","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D338DD8CE0","5-Aminopentanoic acid","C(CCN)CC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_625F54BD13","D-Ornithine","C(C[C@H](C(=O)O)N)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6EE85F0784","D-Proline","C1C[C@@H](NC1)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9EE3EE00DE","D-Tagatose","C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1D7E196917","Pantetheine","CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B92AA482E7","L-Histidinol","C1=C(NC=N1)C[C@@H](CO)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E209EB4AB8","D-Alanyl-D-alanine","C[C@H](C(=O)N[C@H](C)C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1D4DD04C27","L-Gulonic gamma-lactone","C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7557BEA4BB","Myo-inositol hexakisphosphate","C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_222E91DE14","Alpha-D-Glucose 1,6-bisphosphate","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6B7511C7EA","Homocitrate","C(C[C@@](CC(=O)O)(C(=O)O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A0A6EFCA5D","Adenosine 3'-monophosphate","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A2D7CA8083","25-hydroxyvitamin D3","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F7CB319722","Stachyose","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_5494BF7862","Vitamin K1","CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_3D399CC102","Lauroyl-CoA","CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7CC189C7A0","Rosmarinic Acid","C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_89131A1EE5","Dethiobiotin","C[C@H]1[C@H](NC(=O)N1)CCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_19137765F8","Dimethylbenzimidazole","CC1=CC2=C(C=C1C)N=CN2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_824CFC08DC","Beta-D-Fructose 6-phosphate","C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_5B566BD116","21-Hydroxypregnenolone","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CC=C4[C@@]3(CC[C@@H](C4)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_04DCB38D48","11beta-Hydroxyprogesterone","CC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_AA38EC23FF","22beta-Hydroxycholesterol","C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)[C@@H](CCC(C)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DF59A832B1","N6-methyladenosine","CNC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_5BC8874130","Gentisaldehyde","C1=CC(=C(C=C1O)C=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_0B9DECBC94","Formylanthranilic acid","C1=CC=C(C(=C1)C(=O)O)NC=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_4C822DDF59","5-Methoxytryptamine","COC1=CC2=C(C=C1)NC=C2CCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_55F0BB6C42","N-(omega)-Hydroxyarginine","C(CC(C(=O)O)N)CN=C(N)NO","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2F538DBC72","Pantothenol","CC(C)(CO)[C@H](C(=O)NCCCO)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E683D1576E","2'-O-methyladenosine","CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_921BD39B9E","Hordenine","CN(C)CCC1=CC=C(C=C1)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_78811711D1","Estrone-3-glucuronide","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_19A824206E","Phytosphingosine","CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E15134D048","3-Methyluridine","CN1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9B92C9BF2A","N2,N2-Dimethylguanosine","CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EB73647C8F","Quercetin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_CEF217192E","Kaempferol","C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C013197B79","Galactinol","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E77CB3D1B9","2-Methylguanosine","CNC1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_583EB8196D","N4-Acetylcytidine","CC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D2DEF9C979","N-Acetylglutamine","CC(=O)N[C@@H](CCC(=O)N)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E172B0707E","alpha-N-Acetyl-L-glutamine","CC(=O)NC(CCC(=O)N)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B8B1216ED3","3'-O-methylguanosine","CO[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2NC(=NC3=O)N)CO","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_38F3262A5F","O-Phosphotyrosine","C1=CC(=CC=C1C[C@@H](C(=O)O)N)OP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C16FF539C0","DL-O-tyrosine","C1=CC=C(C(=C1)CC(C(=O)O)N)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DAFBF18EB2","25-Hydroxycholesterol","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D8A53740EA","5-L-Glutamyl-L-alanine","C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D642F704FA","16-Hydroxypalmitic acid","C(CCCCCCCC(=O)O)CCCCCCCO","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
