g_id,name,adduct,mz,mass,z,ccs,ccs_type,ccs_method,smi,ref
"CCSBASE_67B4B34D31","5-Methyltetrahydrofolate","[M+H]+",460.1938,460.1938,1,196.99,"DT","stepped-field","CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_546F063613","Tetracycline","[M+H]+",445.1629,445.1629,1,198.48,"DT","stepped-field","C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_4D61A24E5A","Vitamin K2","[M+H]+",445.3101,445.3101,1,198.66,"DT","stepped-field","CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0D7979E496","Leucovorin Calcium","[M+H]+",474.1737,474.1737,1,198.80,"DT","stepped-field","C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2]","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_BA8D56CFFF","Cytidine 5'-diphosphocholine","[M+H]+",489.1152,489.1152,1,198.86,"DT","stepped-field","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_A1520C79BE","Rotenone","[M+H]+",395.1489,395.1489,1,199.63,"DT","stepped-field","CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_3F1133B712","Prostaglandin I2","[M+H]+",353.2328,353.2328,1,201.30,"DT","stepped-field","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_EA6F55F227","Lauroyl-L-carnitine (C12-Carnitine)","[M+H]+",344.2927,344.2927,1,201.47,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_4DD3719AEB","Riboflavin 5'-Monophosphate","[M+H]+",457.1119,457.1119,1,201.48,"DT","stepped-field","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_2C87C99BC7","S-Hexyl-glutathione","[M+H]+",392.1827,392.1827,1,203.20,"DT","stepped-field","CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_B1A6854D20","Calcium Pantothenate","[M+H]+",477.1756,477.1756,1,204.26,"DT","stepped-field","CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.CC(C)(CO)[C@H](C(=O)NCCC(=O)[O-])O.[Ca+2]","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_AD2769B314","Astilbin","[M+H]+",451.1235,451.1235,1,205.87,"DT","stepped-field","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_A6060BAA77","_- + _-Tocopherol","[M+H]+",417.3726,417.3726,1,212.23,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0AF2749D66","Leukotriene E4","[M+H]+",440.2471,440.2471,1,213.20,"DT","stepped-field","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_E7BF547B8E","_-Tocopherol","[M+H]+",431.3883,431.3883,1,215.55,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_3B2A3FE5D8","Palmitoylcarnitine","[M+H]+",400.3539,400.3539,1,216.10,"DT","stepped-field","CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_2E6A1423CF","Adenosine 5' Diphosphoglucose","[M+H]+",590.0895,590.0895,1,218.30,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_049E61C9F1","Oleoylcarnitine","[M+H]+",426.3692,426.3692,1,218.73,"DT","stepped-field","CCCCCCCC/C=C\CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0B0FA0C928","LPC 13:0","[M+H]+",454.2928,454.2928,1,220.71,"DT","stepped-field","CCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_36A5BE79D6","LPC 14:0","[M+H]+",468.3090,468.3090,1,222.00,"DT","stepped-field","CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_7537EFC8D2","LPS (16:0/0:0)","[M+H]+",498.2832,498.2832,1,222.79,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_D2FF38175A","Nicotinamide Hypoxanthine Dinucleotide","[M+H]+",666.1077,666.1077,1,222.79,"DT","stepped-field","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4NC=NC5=O)O)O)O)O)C(=O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_9F61FD9DA6","_-Nicotinamide Adenine Dinucleotide (_-NAD+)","[M+H]+",664.1164,664.1164,1,229.46,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_83851B9668","Amentoflavone","[M+H]+",539.0973,539.0973,1,230.16,"DT","stepped-field","C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_C824379197","LPC(16:0)","[M+H]+",496.3403,496.3403,1,233.30,"DT","stepped-field","C(COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_FFFA926204","Leukotriene D4","[M+H]+",497.2685,497.2685,1,234.10,"DT","stepped-field","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_7014F5ED9A","LPC(18:1)","[M+H]+",522.3554,522.3554,1,235.59,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_7B9B3EDAB3","LPC(18:1)","[M+H]+",522.3559,522.3559,1,236.10,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCC/C=C\CCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_3598E242E3","Rutin","[M+H]+",611.1607,611.1607,1,236.20,"DT","stepped-field","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_FD0AC9777B","LPC(p18:0)","[M+H]+",508.3767,508.3767,1,236.80,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)CO/C=C\CCCCCCCCCCCCCCCC","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_FED305A6F4","Naringin","[M+H]+",581.1864,581.1864,1,240.62,"DT","stepped-field","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_FDA9C027B8","LPC(18:0)","[M+H]+",524.3716,524.3716,1,240.70,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)CO","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_EB0E9BD2CF","LPC(19:0)","[M+H]+",538.3872,538.3872,1,241.90,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_654386DC74","Nicotinamide Adenine Dinucleotide (NAD+)","[M+H]+",664.1164,664.1164,1,241.93,"DT","stepped-field","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_04237E0B75","Biliverdin","[M+H]+",583.2532,583.2532,1,246.50,"DT","stepped-field","CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_06E4EB0AD2","LPC(20:0)","[M+H]+",552.4029,552.4029,1,248.60,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_6909638BBD","Acetyl coenzyme A","[M+H]+",810.1330,810.1330,1,249.80,"DT","stepped-field","CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_57CE3C0D84","PC(11:0/11:0)","[M+H]+",594.4129,594.4129,1,257.07,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCC)=O)COC(CCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_355AF4037C","Leukotriene C4","[M+H]+",626.3111,626.3111,1,257.40,"DT","stepped-field","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_7EFDA91329","GalCer(d18:1/12:0)","[M+H]+",644.5096,644.5096,1,271.15,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_2975C77E1D","PC(16:1/16:1)","[M+H]+",730.5455,730.5455,1,280.16,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_89DCF1A470","PE(18:1/18:1)","[M+H]+",744.5543,744.5543,1,280.60,"DT","stepped-field","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_CF496461FF","PE(18:1/18:1)","[M+H]+",744.5543,744.5543,1,284.02,"DT","stepped-field","[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_09DC126F10","Rifampicin","[M+H]+",823.4129,823.4129,1,287.13,"DT","stepped-field","C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_F7842BB0A9","SM(d18:1/17:0)","[M+H]+",717.5905,717.5905,1,290.12,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_7E104BCAD6","PC(18:1(9Z)/16:0)","[M+H]+",760.5851,760.5851,1,291.79,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_86480690A3","PG(18:1/18:1)","[M+H]+",775.5483,775.5483,1,294.47,"DT","stepped-field","[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C/CCCCCCCC)=O)COC(CCCCCCC/C=C/CCCCCCCC)=O)(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_597E7FCCB6","PG(18:1/18:1)","[M+H]+",775.5483,775.5483,1,294.81,"DT","stepped-field","[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C/CCCCCCCC)=O)COC(CCCCCCC/C=C/CCCCCCCC)=O)(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_F4BA33B037","PC(18:1/18:1)","[M+H]+",786.6007,786.6007,1,296.42,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_5E0F578E88","PC(18:1/18:1)","[M+H]+",786.6007,786.6007,1,297.29,"DT","stepped-field","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_78F96D5A69","Vitamin B12","[M+H]+",1355.5746,1355.5746,1,338.70,"DT","stepped-field","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_BAD7B6AC3B","Acetyl Phosphate","[M+Na]+",162.9767,162.9767,1,125.44,"DT","stepped-field","CC(=O)OP(=O)(O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_A5E638D850","2-Oxovaleric Acid","[M+Na]+",139.0366,139.0366,1,131.64,"DT","stepped-field","CCCC(=O)C(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_8228B1F080","L-Asparagine","[M+Na]+",155.0427,155.0427,1,131.94,"DT","stepped-field","C([C@@H](C(=O)O)N)C(=O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_8D636D3ED8","D-(+)-Xylose","[M+Na]+",173.0420,173.0420,1,132.07,"DT","stepped-field","C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_2D9D9F7784","L-Ribulose","[M+Na]+",173.0420,173.0420,1,132.81,"DT","stepped-field","C([C@@H]([C@@H](C(=O)CO)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_22BC192804","Camphene","[M+Na]+",159.1144,159.1144,1,133.01,"DT","stepped-field","CC1(C2CCC(C2)C1=C)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_459CC82BAD","Creatinine","[M+Na]+",136.0480,136.0480,1,133.41,"DT","stepped-field","CN1CC(=O)N=C1N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_C4E0610611","Fumaric Acid","[M+Na]+",139.0002,139.0002,1,133.58,"DT","stepped-field","C(=C/C(=O)O)\C(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0CC64EC0F9","Betaine","[M+Na]+",140.0687,140.0687,1,135.56,"DT","stepped-field","C[N+](C)(C)CC(=O)[O-]","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_AB10F7ABF3","3-Ureidopropionic Acid","[M+Na]+",155.0426,155.0426,1,135.80,"DT","stepped-field","C(CNC(=O)N)C(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_935C7D8795","L-histidinol","[M+Na]+",164.0791,164.0791,1,136.57,"DT","stepped-field","C1=C(NC=N1)C[C@@H](CO)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_3F38BFF9CE","L-Threonic Acid","[M+Na]+",159.0265,159.0265,1,136.93,"DT","stepped-field","C([C@@H]([C@H](C(=O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_99F198C127","Nicotinamide","[M+Na]+",145.0371,145.0371,1,137.30,"DT","stepped-field","C1=CC(=CN=C1)C(=O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_5FA4A158EC","N-Acetylputrescine","[M+Na]+",153.1000,153.1000,1,137.57,"DT","stepped-field","CC(=O)NCCCCN","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_5FAC1DD483","D-(-)-Ribose","[M+Na]+",173.0420,173.0420,1,137.60,"DT","stepped-field","","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_9B20DD0D7F","Mevalonic Acid","[M+Na]+",171.0628,171.0628,1,137.70,"DT","stepped-field","C[C@@](CCO)(CC(=O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0C303C9F51","N-Acetyl-L-alanine","[M+Na]+",154.0453,154.0453,1,138.07,"DT","stepped-field","C[C@@H](C(=O)O)NC(=O)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_BDDD37356D","Glutamine","[M+Na]+",169.0584,169.0584,1,138.11,"DT","stepped-field","C(CC(=O)N)[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_0885A07A3D","4-Acetamidobutanoic Acid","[M+Na]+",168.0630,168.0630,1,138.57,"DT","stepped-field","CC(=O)NCCCC(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_520AEB1016","Hypoxanthine","[M+Na]+",159.0277,159.0277,1,138.88,"DT","stepped-field","C1=NC2=C(N1)C(=O)N=CN2","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_F3FD29A589","L-Phenylalanine","[M+Na]+",188.0687,188.0687,1,138.91,"DT","stepped-field","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_37A837BE8D","Trigonelline","[M+Na]+",160.0353,160.0353,1,139.87,"DT","stepped-field","C[N+]1=CC=CC(=C1)C(=O)[O-]","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_DD8EAD0572","Tyramine","[M+Na]+",145.0629,145.0629,1,139.98,"DT","stepped-field","C1=CC(=CC=C1CCN)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_4CF4EF4CDD","Linalool","[M+Na]+",177.1250,177.1250,1,140.55,"DT","stepped-field","CC(=CCCC(C)(C=C)O)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_B556E8DA9A","Xylitol","[M+Na]+",175.0577,175.0577,1,140.79,"DT","stepped-field","C([C@H](C([C@H](CO)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_B7F6E66062","Glyphosate","[M+Na]+",192.0035,192.0035,1,141.17,"DT","stepped-field","C(C(=O)O)NCP(=O)(O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_E8EC0D8F4D","D-Xylulose","[M+Na]+",173.0420,173.0420,1,141.76,"DT","stepped-field","C([C@H]([C@@H](C(=O)CO)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_96D92BE288","D-Mannose","[M+Na]+",203.0532,203.0532,1,141.82,"DT","stepped-field","C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_B353F65715","L-Arabinose","[M+Na]+",173.0420,173.0420,1,141.86,"DT","stepped-field","C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_10D0596522","D-Fructose","[M+Na]+",203.0532,203.0532,1,141.93,"DT","stepped-field","C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_F9FA2762C5","5-Hydroxymethyluracil","[M+Na]+",165.0269,165.0269,1,142.06,"DT","stepped-field","C1=C(C(=O)NC(=O)N1)CO","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_9C049C682F","S-Carboxymethyl-L-cysteine","[M+Na]+",202.0136,202.0136,1,142.13,"DT","stepped-field","C([C@@H](C(=O)O)N)SCC(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_90F1630707","sn-Glycerol 3-phosphate","[M+Na]+",195.0029,195.0029,1,142.16,"DT","stepped-field","C([C@H](COP(=O)(O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_5426A888E0","L-2-Aminoadipic Acid","[M+Na]+",184.0580,184.0580,1,142.23,"DT","stepped-field","C(C[C@@H](C(=O)O)N)CC(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_65EAE6F6E4","D-Galactose","[M+Na]+",203.0532,203.0532,1,142.39,"DT","stepped-field","C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_8DBC551D15","Glufosinate","[M+Na]+",204.0395,204.0395,1,142.70,"DT","stepped-field","CP(=O)(CCC(C(=O)O)N)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_2FFFC4C674","Caffeine","[M+Na]+",217.0695,217.0695,1,142.93,"DT","stepped-field","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_28FF35F93C","L-Methionine sulfoximine","[M+Na]+",203.0451,203.0451,1,143.10,"DT","stepped-field","CS(=N)(=O)CC[C@@H](C(=O)O)N","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_DCAB46A603","D-Arabinose","[M+Na]+",173.0420,173.0420,1,143.27,"DT","stepped-field","C([C@H]([C@H]([C@@H](C=O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_D736AF25C8","L-Ribonic Acid","[M+Na]+",189.0378,189.0378,1,143.47,"DT","stepped-field","C([C@@H]([C@@H]([C@@H](C(=O)O)O)O)O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_04A0232ADF","Uric Acid","[M+Na]+",191.0181,191.0181,1,143.50,"DT","stepped-field","C12=C(NC(=O)N1)NC(=O)NC2=O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_D7FEECA490","Mevalonolactone","[M+Na]+",153.0521,153.0521,1,143.67,"DT","stepped-field","CC1(CCOC(=O)C1)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_DF666E77CE","N-Acetyl-L-aspartic Acid","[M+Na]+",198.0372,198.0372,1,143.70,"DT","stepped-field","CC(=O)N[C@@H](CC(=O)O)C(=O)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
"CCSBASE_CF2F5D1931","L-Tyrosine","[M+Na]+",204.0637,204.0637,1,143.97,"DT","stepped-field","C1=CC(=CC=C1C[C@@H](C(=O)O)N)O","https://pubs.rsc.org/en/content/articlelanding/2017/sc/c7sc03464d"
